REPRESENTANTE;NOME;CODIGO CLIENTE;NOME CLIENTE;CODIGO ANTIGO;TIPO;ENDEREÇO;NRO;BAIRRO;CEP;CIDADE;UF;FILIAL;NOME FANTASIA;CNPJ;INSC.ESTADUAL;DATA CADASTRO
37;BRUNO SADAO TADOKORO;19265696;CMV DISTRIBUIDORADE EXCLUSIVIDADE KLEON;;F;R. MARIA RITA BORGES;183A;INDEPENDENCIA;30666720;BELO HORIZONTE;MG;1;CMV DISTRIBUIDORADE EXCLUSIVIDADE KLEON;19.265.696/0001-06;22630570002;31/05/2016 20:49
37;BRUNO SADAO TADOKORO;4650816;COIMBRA E SILVEIRA LTDA ME;;F;R. MANOEL ESTEVES;38;CENTRO;39800090;TEOFILO OTONI;MG;1;COIMBRA SUPLEMENTOS;4.650.816/0001-11;6,86143E+12;12/08/2015 17:27
37;BRUNO SADAO TADOKORO;4650816;COIMBRA E SILVEIRA LTDA ME;18721;F;AVENIDA MARECHAL CASTELO BRANCO;544;WILSON GUIMARÃES SOARES;45987000;TEIXEIRA DE FREITAS;BA;2;COIMBRA SUPLEMENTOS;4.650.816/0002-00;126217263;12/08/2015 17:27
37;BRUNO SADAO TADOKORO;10634314;COMERCIANDO LTDA ME;;F;R. EUCALIPTOS;84A;FLORESTA;35170216;CORONEL FABRICIANO;MG;1;COMERCIANDO LTDA ME;10.634.314/0001-08;13948160023;07/04/2016 14:01
37;BRUNO SADAO TADOKORO;24622000;COMERCIO DE SUPLEMENTOS ALIM COSTA & SOUZA LTDA ME;;F;RUA ARTHUR BERNARDES;729;SÃO JOÃO;36400000;CONSELHEIRO LAFAIETE;MG;1;NUTRIMUNDO;24.622.000/0001-91;27455800096;06/05/2016 09:02
37;BRUNO SADAO TADOKORO;27168651;D C JARDIM COMERCIO DE SUPLEMENTOS ME;;F;R. FRANKLIN ROOSEVELT;63;CAVALEIROS;27920240;MACAE;RJ;1;FACTOR X NUTRITION;27.168.651/0001-41;87318966;23/03/2017 09:40
37;BRUNO SADAO TADOKORO;11536337;D FARMA FARMACIA DE MANIPULAÇÃO LTDA;;F;RUA SALINAS;559;CENTRO;39550000;TAIOBEIRAS;MG;1;D FARMA FARMACIA DE MANIPULAÇÃO LTDA;11.536.337/0001-34;15483950020;11/06/2015 16:23
37;BRUNO SADAO TADOKORO;11028243;DAIVID WALAS DE OLIVEIRA - ME;14210;F;RUA CORONEL FRANCISCO BRAZ,109,;109;PINHEIRINHO;37500052;ITAJUBA;MG;1;SKYNET CIBER CAFÉ;11.028.243/0001-54;13283460019;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;18169360;DANIEL COHEN NISSAN COMERCIO VAREJISTA DE PRODUTOS;;F;R. GUATAMBU;233;MARECHAL HERMES;21555350;RIO DE JANEIRO;RJ;1;MUNDO MAROMBA;18.169.360/0001-87;86914794;19/09/2016 09:21
37;BRUNO SADAO TADOKORO;23684667;DANIELLE BALSANTE DOS SANTOS;;F;R. VINTE E QUATRO DE MAIO;332;S.FRANCISCO XAVIER;20950090;RIO DE JANEIRO;RJ;1;DRGV SUPLEMENTOS;23.684.667/0001-56;ISENTO;30/01/2016 21:14
37;BRUNO SADAO TADOKORO;18446440;DELTA VITAMINAS E SUPLEMENTOS ALIMENTARES LTDA ME;;F;R. ROSARIO;76;CENTRO;20041002;RIO DE JANEIRO;RJ;1;D VITAMINAS;18.446.440/0001-32;79982539;18/09/2015 11:30
37;BRUNO SADAO TADOKORO;7894202;DIAS AGUILAR LTDA ME;9951;F;AVENIDA DOUTOR CRISTIANO GUIMARAES,1691,;1691;PLANALTO;31720300;BELO HORIZONTE;MG;1;SUPPORT SUPLEMENTOS;7.894.202/0001-73;10037750038;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;7894202;DIAS AGUILAR LTDA ME;16523;F;RUA ANTONIO DE ALBUQUERQUE;466;FUNCIONARIOS;30112010;BELO HORIZONTE;MG;2;SUPPORT SUPLEMENTOS;7.894.202/0002-54;10037750119;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;7894202;DIAS AGUILAR LTDA ME;;F;AV. JOSE DIAS BICALHO;348;S.JOSE-PAMPULHA;31275050;BELO HORIZONTE;MG;3;SUPPORT SUPLEMENTOS;7.894.202/0003-35;10037750291;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;7894202;DIAS AGUILAR LTDA ME;;F;AV. ANUAR MENHEM;95;STA. AMELIA;31560200;BELO HORIZONTE;MG;4;SUPPORT SUPLEMENTOS;7.894.202/0004-16;10037750372;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;20089318;DIEGO DA SILVA PORTO ME;;F;RUA COMENDADOR JOSE GARCIA;410;CENTRO;37550000;POUSO ALEGRE;MG;1;SLD NUTRIÇÃO ESPORTIVA;20.089.318/0001-06;23442190096;29/08/2017 18:18
37;BRUNO SADAO TADOKORO;20089318;DIEGO DA SILVA PORTO ME;;F;R. PAULO;212;CENTRO;37701012;POCOS DE CALDAS;MG;3;SLD NUTRIÇÃO ESPORTIVA;20.089.318/0003-60;23442190258;29/08/2017 18:18
37;BRUNO SADAO TADOKORO;57403136;DIOGENES GLVÃO ROCHA SÁ;;F;R. ANTONIO BERNARDINO MUNIZ;149;CENTRO;32040630;CONTAGEM;MG;78;DIET FIT;.  5.740/3136-78;ISENTO;31/03/2016 20:59
37;BRUNO SADAO TADOKORO;22022905;DIOGO TAVARES DE PAULA;;F;R. AGUA SANTA;198;CENTRO;35900009;ITABIRA;MG;1;MY SHAPE;22.022.905/0001-03;25225130097;26/04/2017 12:05
37;BRUNO SADAO TADOKORO;66438011;DISTRIBUIDORA CENTRO OESTE DE MEDICAMENTO;;F;RODOVIA MG050 KM 241;2022;CENTRO;35585000;PIMENTA;MG;1;DISTRIMED;66.438.011/0001-66;5,05783E+12;31/05/2016 20:31
37;BRUNO SADAO TADOKORO;19955014;DJ COMERCIO DE SUPLEMENTOS ALIMENTARES EIRELIE ME;;F;R. VEREADOR ABREU LIMA;145;CENTRO;27916020;MACAE;RJ;1;FACTOR X SUPLEMENTOS;19.955.014/0001-97;86661039;30/09/2015 22:30
37;BRUNO SADAO TADOKORO;21430130;DONIEL DA SILVA DE SOUZA15566977758;;F;R SÃO JOÃO DEU REI;245 A;CENTRO;39620000;MEDINA;MG;1;FORTE SOUZA NATURAIS;21.430.130/0001-34;24678320008;20/10/2016 10:13
37;BRUNO SADAO TADOKORO;103408796;DOUGLAS ROBERTO DE OLIVEIRA;;F;R. MADRI;221;TIBERY;38405078;UBERLANDIA;MG;70;MG DISTRIBUIDORA;. 10.340/8796-70;ISENTO;31/10/2016 22:38
37;BRUNO SADAO TADOKORO;71185177;DROGARIA DROGACENTRO DE POCOS DE CALDAS LTDA EPP;;F;R. MARIO DE PAIVA;468;V. NOVA;37701104;POCOS DE CALDAS;MG;5;DROGA CENTRO;71.185.177/0005-81;5,18859E+12;14/04/2016 13:42
37;BRUNO SADAO TADOKORO;19717412;DROGARIA PIUMHI LTDA - ME;15674;F;RUA ARTUR RODRIGUES DA COSTA;170;CENTRO;37925000;PIUMHI;MG;1;DROGARIA PIUMHI LTDA - ME;19.717.412/0001-75;5,15448E+12;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;20659900;DROGARIA POLIDROGAS LTDA;;F;RUA EVARISTO COLOZIO;790;GUARDINHA/BRAS;37950000;SÃO SEBASTIAO DO PARAISO;MG;1;POLIDROGAS 24 HS;20.659.900/0001-52;647268568.00-27;31/10/2015 15:35
37;BRUNO SADAO TADOKORO;14704737;DRUMMOND RESENDE EIRELI ME;;F;MARCILIO FERREIRA DE BRITO;730;JD. BOM PASTOR;37190000;TRES PONTAS;MG;1;RESENDE;14.704.737/0001-08;18811630096;24/08/2015 16:20
37;BRUNO SADAO TADOKORO;18534285;E S SILVA ME;;F;R. CATARINA;338/1;CENTRO;37701015;POCOS DE CALDAS;MG;1;CASA DO ATLETA;18.534.285/0001-06;21893830012;28/02/2015 19:01
37;BRUNO SADAO TADOKORO;932112106;EDERVAL AFONSO RODRIGUES;;F;R. MADRI;221;TIBERY;38405078;UBERLANDIA;MG;44;MG DISTRIBUIDORA;. 93.211/2106-44;ISENTO;30/08/2016 17:03
37;BRUNO SADAO TADOKORO;21574073;EDSON VINICIUS DO CARMO DUARTE;;F;AVENIDA DOS ENGENHEIROS;440;CASTELO;30840492;BELO HORIZONTE;MG;1;E 1 ASSESSORIA;21.574.073/0001-67;24818830054;31/08/2015 20:28
37;BRUNO SADAO TADOKORO;14233665;EDUARDO SILVA VIANA;;F;RUA SÃO JOÃO DEL REI;261;CENTRO;39620000;MEDINA;MG;1;COMERCIAL EDU VARIEDADES;14.233.665/0001-50;18334970005;29/08/2016 09:42
37;BRUNO SADAO TADOKORO;10280861;ENERGY POWER SUPLEMENTOS LTDA ME;999999;F;R BARAO DE SAO JOAO NEPOMUCENO,325,;325;CENTRO;36010081;JUIZ DE FORA;MG;1;ENERGY POWER SUPLEMENTOS LTDA ME;10.280.861/0001-24;10859410021;24/09/2014 19:02
37;BRUNO SADAO TADOKORO;13909997;ENERGY SUPLEMENTOS LTDA-EPP;;F;AV. RIO BRANCO;2099;CENTRO;36013020;JUIZ DE FORA;MG;1;ENERGY SUPLEMENTOS;13.909.997/0001-49;001798493.00-23;30/10/2015 18:53
37;BRUNO SADAO TADOKORO;18023818;ESPAÇO NATURAL PRODUTOS NATURAIS ERVAS;;F;R. PAULO;1;CENTRO;30170131;BELO HORIZONTE;MG;1;ESPAÇO NATURAL PRODUTOS NATURAIS ERVAS;18.023.818/0001-95;21400370019;30/09/2015 21:34
37;BRUNO SADAO TADOKORO;21881957;EVERTON DOS SANTOS SILVA 01616734655;;F;RUA SILVIO GUARACIABA DE OLIVEIRA;420;CHACARÁ DAS ROSAS;37410000;TRES CORACOES;MG;1;NEWAGE FITNESS;21.881.957/0001-64;25103500000;21/03/2016 10:51
37;BRUNO SADAO TADOKORO;3778510;FARMA SALLES - COMERCIO DE PRODUTOS FARMACEUTICOS;16478;F;RUA JOAO MOREIRA SALLES,132,;132;CENTRO;37600000;CAMBUI;MG;1;FARMA SALLES;3.778.510/0001-82;1,06079E+12;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;1648319;FARMACIA NOGUEIRA SOUSA LTDA ME;;F;RUA PROFESSOR ANTONIO NEDER;210;CENTRO;37490000;SÃO GONÇALO DO SAPUCAI;MG;1;FARMACIA NOGUEIRA SOUSA LTDA ME;1.648.319/0001-90;6,20343E+12;29/10/2015 17:53
37;BRUNO SADAO TADOKORO;29035185;FARMACIA TOSTES LTDA;16808;F;RUA MARECHAL FLORIANO;52;CENTRO;28460000;MIRACEMA;RJ;1;FARMACIA TOSTES SUPPEMENTS;29.035.185/0001-51;81137234;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;24038359;FD COMERCIO DE SUPLEMENTOS ALIMENTARES LTDA ME;;F;R. SENADOR LIMA GUIMARAES;202;ESTORIL;30455600;BELO HORIZONTE;MG;1;FMA NUTRIÇÃO ESPORTIVA;24.038.359/0001-16;26929740071;20/04/2016 16:54
37;BRUNO SADAO TADOKORO;15001132;FELIPE DE FREITAS ROCHA;;F;AV CARDOSO MOREIRA;445;LIONS;28300000;ITAPERUNA;RJ;1;ROCHA SUPLEMENTOS;15.001.132/0001-05;ISENTO;30/01/2015 14:51
37;BRUNO SADAO TADOKORO;127365136;FELIPE THOMAS CARVALHO CHAVES;;F;AV SÃO JOÃO;301;CENTRO;37270000;CAMPO BELO;MG;73;FELIPE THOMAS CARVALHO CHAVES;. 12.736/5136-73;ISENTO;30/05/2016 16:18
37;BRUNO SADAO TADOKORO;21899969;FERRANTE E REBELLO DROGARIA LTDA;;F;AV CORONEL PRATES;143;CENTRO;39400104;MONTES CLAROS;MG;1;NATURE FARM SUPLEMENTOS;21.899.969/0001-16;25117620054;24/04/2017 16:15
37;BRUNO SADAO TADOKORO;64370885;FERRANTE E REBELLO LTDA;;F;R. CAMILO PRATES;99;CENTRO;39400002;MONTES CLAROS;MG;2;NATURE FARM SUPLEMENTOS;64.370.885/0002-84;4,33776E+12;24/04/2017 16:20
37;BRUNO SADAO TADOKORO;17249422;FIGUEREDO VERDE PRODUTOS NATURAIS LTDA;17873;F;AV NOSSA SENHORA DE COPACABANA;646;COPACABANA;22050001;RIO DE JANEIRO;RJ;1;MUNDO VERDE COPACABANA FIGUEIREDO;17.249.422/0001-06;79812552;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;19425869;FREIRES SUPLEMENTOS ALIMENTARES E ARTIGOS ESPORTIV;;F;R. MARQUES DE SAO VICENTE;52;GAVEA;22451040;RIO DE JANEIRO;RJ;1;SNC SHOPPING DA GAVEA;19.425.869/0001-06;86611660;23/01/2015 09:05
37;BRUNO SADAO TADOKORO;20021420;G L PRODUTOS NATURAIS LTDA ME;;F;PÇA CEL MONNERAT;232;CENTRO;28660000;BOM JARDIM;RJ;1;UNIVERSO VERDE;20.021.420/0001-61;86668351;30/05/2015 18:41
37;BRUNO SADAO TADOKORO;4506236;GALGRIN GROUP S/A;999999;F;R. FLORA;200A;CAMPO GRANDE;23045100;RIO DE JANEIRO;RJ;1;CORPO PERFEITO;4.506.236/0001-55;77193685;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;24452030;GISLENE BARBOSA LUCIANO 06118274681;;F;R. CONCEIÇAO APARECIDA CARDOSO;147;JD. BELA VISTA;37701224;POCOS DE CALDAS;MG;1;BODY CLUB;24.452.030/0001-05;27313960069;19/04/2016 15:24
37;BRUNO SADAO TADOKORO;21577642;GUILHERME ZARONI 23967300653;;F;RUA DOUTOR AMERICO DE OLIVEIRA;637;VARGINHA;37501049;ITAJUBA;MG;1;RS SPORTS NUTRITION;21.577.642/0001-28;24822070069;16/03/2015 12:23
37;BRUNO SADAO TADOKORO;18223724;GUSTAVO DO VALE ARAUJO;;F;RUA AGOSTINHO ANTONIO DOS SANTOS;13;SAO LUCAS;35560000;SANTO ANTONIO DO MONTE;MG;1;GT PERFORMANCE;18.223.724/0001-60;21586330063;30/03/2017 18:46
37;BRUNO SADAO TADOKORO;21974419;HBBC NUTRITION COM. DE SUPL. ALIM. EIRELI;;F;ESTRADA MONTEIRO;1200;CAMPO GRANDE;23045830;RIO DE JANEIRO;RJ;1;D VITAMINAS WEST SHOPPING;21.974.419/0001-14;86881802;19/04/2016 13:57
37;BRUNO SADAO TADOKORO;11570170;HELIO VAZ DE SOUZA;;F;RUA BELO HORIZONTE;296 A;CENTRO;39625000;ITAOBIM;MG;1;CASA BRASIL NATURAIS;11.570.170/0001-28;15518920024;06/02/2017 09:25
37;BRUNO SADAO TADOKORO;5820145;INTERTRILHAS ARTIGOS ESPORTIVOS LTDA;;F;R. TOME DE SOUZA;587;FUNCIONÁRIOS;30140130;BELO HORIZONTE;MG;1;INTER TRILHAS;5.820.145/0001-52;6,22492E+11;25/05/2016 20:27
37;BRUNO SADAO TADOKORO;21091642;IRONMAN SUPLEMENTOS LTDA ME;;F;RUA DUQUE DE CAXIAS;1;CENTRO;28613013;NOVA FRIBURGO;RJ;1;IRONMAN SULEMENTOS;21.091.642/0001-13;86792982;06/11/2015 11:06
37;BRUNO SADAO TADOKORO;10991129;ISABELLA ALMEIDA DOS SANTOS YAMASHITA;11386;F;RUA VIGARIO SILVA,120,;120;CENTRO;38010130;UBERABA;MG;1;NUTRISHOP;10.991.129/0001-62;13045290000;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;10345177;J J M DIAS COMERCIO DE PRODUTOS NATURAIS;11239;F;TV ALMERINDA LUCAS DE AZEREDO,;15;CENTRO;26210180;NOVA IGUACU;RJ;1;FLORA IGUAÇU;10.345.177/0001-83;78700580;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;16863770;JAPINHA BRASIL X SUSHIBAR LTDA EPP;;F;R. ALVARO MIRANDA;145;PILARES;20760000;RIO DE JANEIRO;RJ;1;JAPINHA BRASIL;16.863.770/0001-06;79760625;27/11/2015 09:27
37;BRUNO SADAO TADOKORO;21242932;JAQUELINE RIBEIRO LUIZ CARLOS;;F;AV. JOSE JUSTINIANO REIS;1400;JD. SION;37048000;VARGINHA;MG;1;TRIBO VERDE;21.242.932/0001-10;24500740082;29/03/2016 12:03
37;BRUNO SADAO TADOKORO;22648197;JESSICA JARDIM ASSUNCAO 10168587602;;F;AV MARIZA DE SOUZA MENDES;597;SOLEDADE;36420000;OURO BRANCO;MG;1;VOCÊ NATURAL;22.648.197/0001-02;25746490083;31/05/2017 18:08
37;BRUNO SADAO TADOKORO;21645146;JIREH PRODUTOS NATURAIS E SUPLEMENTOS;;F;R. CAETANO DE FARIA CASTRO;97;CAMPO GRANDE;23052010;RIO DE JANEIRO;RJ;1;CANTINHO DO NORTE;21.645.146/0001-64;86860007;09/03/2016 15:43
37;BRUNO SADAO TADOKORO;21151186;JOSE CARLOS CORREA DIAS;;F;ESTRADA VELHA DO PILAR;S/N;CHAC.S RIO-PETROPOLIS;25230610;DUQUE DE CAXIAS;RJ;1;VIP SUPLEMENTOS;21.151.186/0001-50;ISENTO;13/11/2015 10:02
37;BRUNO SADAO TADOKORO;23423716;JOSE CARLOS DE SOUSA NERES 03791077406;;F;R DO BONFIM;105;BONFIM;39620000;MEDINA;MG;1;MEGA BOM SUPLEMENTOS;23.423.716/0001-05;26398060075;24/11/2016 11:46
37;BRUNO SADAO TADOKORO;541860216;JOSÉ CARLOS DELMONTE;;F;R. BARÃO DE SAO JOAO NEPOMUCENO;354;CENTRO;36010081;JUIZ DE FORA;MG;0;JOSÉ CARLOS DELMONTE;. 54.186/0216-00;ISENTO;04/10/2016 20:11
37;BRUNO SADAO TADOKORO;11908403;JOSE CLAUDINEI PEREIRA 03418536663-ME;19491;F;AVENIDA DOUTOR MODENA,75,LOJA 01;75;NOSSA SENHORA DE FATIMA;37010190;VARGINHA;MG;1;CENTRAL SPORTS;11.908.403/0001-50;15926930057;24/09/2014 19:01
37;BRUNO SADAO TADOKORO;931900856;JOSE MAURO RUFINO;;F;R. MADRI;221;TIBERY;38405078;UBERLANDIA;MG;68;MG DISTRIBUIDORA;. 93.190/0856-68;ISENTO;30/08/2016 16:58
37;BRUNO SADAO TADOKORO;22864277;JOSE SEBASTIAO JANUARIO ME;;F;AVENIDAALFREDO CUSTODIO DE PAULA;52;SÃO JOÃO;37550000;POUSO ALEGRE;MG;1;BOA FORMA;22.864.277/0001-03;25934390015;21/09/2015 12:27
37;BRUNO SADAO TADOKORO;22466732;JRR SUPLEMENTOS ALIMENTARES LTDA-ME;;F;R. PARAIBA;1071;FUNCIONÁRIOS;30130141;BELO HORIZONTE;MG;1;LIVEON SUPLEMENTOS;22.466.732/0001-04;25595640081;19/05/2016 13:58
37;BRUNO SADAO TADOKORO;21184236;JULIO CESAR DE OLIVEIRA;;F;ESTRADA CALMETE;118;CURICICA;22780210;RIO DE JANEIRO;RJ;1;JC SUPLEMENTOS;21.184.236/0001-03;ISENTO;21/04/2017 18:38
37;BRUNO SADAO TADOKORO;19584312;L G XAVIER ACADEMIA ME;;F;R EUGENIO BELLO CASTANHEIRAS;170;CENTRO;26383120;QUEIMADOS;RJ;1;FITNESS CLUB;19.584.312/0001-18;ISENTO;20/10/2015 14:40
37;BRUNO SADAO TADOKORO;27076711;LAFAIETE ARTIGOS ESPORTIVOS E ALIMENTOS LTDA ME;;F;RUA JOSE NICOLAU DE QUEIROZ;29;CENTRO;36400000;CONSELHEIRO LAFAIETE;MG;1;DR SHAPE;27.076.711/0001-04;29110460098;15/03/2017 10:55
37;BRUNO SADAO TADOKORO;26183778;LR SUPLEMENTOS ALIMENTICIOS E ARTIGOS EIRELIE ME;;F;AV. PORTUGAL;3450;JD. ATLÂNTICO;31560000;BELO HORIZONTE;MG;1;DR SHAPE BELO HORIZONTE;26.183.778/0001-77;28319550084;24/11/2016 15:03
37;BRUNO SADAO TADOKORO;86698376;LUANA GONDIM RESENDE;;F;R. MADRI;221;TIBERY;38405078;UBERLANDIA;MG;76;MG DISTRIBUIDORA;.  8.669/8376-76;ISENTO;31/10/2016 23:09
37;BRUNO SADAO TADOKORO;22899775;LUCAS DOS SANTOS VALADARES;;F;RUA SANTA QUITERIA;54;CENTRO;35740000;ESMERALDAS;MG;1;ELITE SUPLEMENTOS;22.899.775/0001-83;26645550081;25/01/2016 15:47
37;BRUNO SADAO TADOKORO;19094931;LUCAS DOS SANTOS VIEIRA;;F;LARGO DOM JOÃO;37;CENTRO;39100000;DIAMANTINA;MG;1;CORPO E FORMA SUPLEMENTOS;19.094.931/0001-24;22457240085;11/04/2016 11:49
37;BRUNO SADAO TADOKORO;21673404;LUCAS FERNANDO DE PAULO;;F;AVENIDA MONSENHOR MANCINE;668;GUARDINHA;37950000;SÃO SEBASTIAO DO PARAISO;MG;1;EN SUPLEMENTOS;21.673.404/0001-16;24917520002;18/03/2015 11:31
37;BRUNO SADAO TADOKORO;19977879;LUCIEL AMADO SIMÃO INCROCCI ME;;F;AV. CHAMPAGNAT;175;SAO DOMINGOS;37701391;POCOS DE CALDAS;MG;1;CS NUTRIÇÃO;19.977.879/0001-54;ISENTO;28/08/2015 19:05
37;BRUNO SADAO TADOKORO;21468192;LUCIO FLAVIO GOMIDE PEREIRA;;F;PRAÇA LEOPOLDO DIAS;17;CENTRO;37260000;PERDOES;MG;1;MANIA FIT;21.468.192/0001-35;24718170052;07/11/2016 13:37
37;BRUNO SADAO TADOKORO;23686029;LUISA HELENA DE ANDRADE YAMASHITA;;F;R. PRUDENTE DE MORAIS;402;N. SENHORA DA ABADIA;38026250;UBERABA;MG;1;NUTRISHOP SUPLEMENTOS;23.686.029/0001-74;26620590039;28/09/2017 10:54
37;BRUNO SADAO TADOKORO;20371922;LUIZ CARLOS MARTINS 01442484683;;F;AV. SARAMENHA;1531;GUARANI;31840220;BELO HORIZONTE;MG;1;ENGENHARIA DO CORPO;20.371.922/0001-12;23705440071;11/03/2015 11:43
37;BRUNO SADAO TADOKORO;15717710;LUIZ FELIPE LOPES ME;;F;R. SNATA CRUZ;711;CENTRO;37002090;VARGINHA;MG;1;SLD SUPLEMENTOS;15.717.710/0001-04;19790500017;28/02/2015 18:45
37;BRUNO SADAO TADOKORO;24717288;M E A NATURAIS LTDA ME;;F;AVENIDA AUGUSTO DE LIMA;744;CENTRO;30190922;BELO HORIZONTE;MG;1;NUTRIFORMA;24.717.288/0001-88;27534060060;27/04/2017 11:55
37;BRUNO SADAO TADOKORO;22220121;MADUREIRA SIMOES NUTRIÇÃO ESPORTIVA LTDA ME;;F;AV. OSWALDO MACHADO GONTIJO;702;CENTRO;35500037;DIVINOPOLIS;MG;1;OLYMPIA;22.220.121/0001-81;25394890030;09/10/2015 09:55
37;BRUNO SADAO TADOKORO;827825391;MANUELA FRANCISCO DE FREITAS;;F;R. MADRI;221;TIBERY;38405078;UBERLANDIA;MG;91;MG DISTRIBUIDORA;. 82.782/5391-91;ISENTO;30/08/2016 17:05
37;BRUNO SADAO TADOKORO;706435471;MARCELO FRANCISCO DE FREITAS;;F;R. MADRI;221;TIBERY;38405078;UBERLANDIA;MG;34;MG DISTRIBUIDORA;. 70.643/5471-34;ISENTO;30/08/2016 17:07
37;BRUNO SADAO TADOKORO;17791303;MARCELO SOARES SILVA 04476460607;;F;R. ATAUALPA DIAS MACIEL;360;ROSARIO;38701000;PATOS DE MINAS;MG;1;MARCELO SOARES SILVA 04476460607;17.791.303/0001-72;21190360004;05/05/2016 18:01
37;BRUNO SADAO TADOKORO;858702506;MARCIA APARECIDA DE AVELAR OLIVEIRA;;F;R. CHILE;1171;STA. ROSA;35500531;DIVINOPOLIS;MG;68;MARCIA APARECIDA DE AVELAR OLIVEIRA;. 85.870/2506-68;ISENTO;07/04/2016 13:55
37;BRUNO SADAO TADOKORO;23188206;MARCIA CRISTINA FERREIRA DINIZ 03649372622;;F;RUA GETULIO VARGAS;160;CENTRO;35740000;ESMERALDAS;MG;1;ELION SUPLEMENTOS;23.188.206/0001-92;26200500037;11/11/2016 17:04
37;BRUNO SADAO TADOKORO;27878986;MARCO ANTONIO MOTA PINHEIRO;;F;R. RAUL CORREIA;631;FUNCIONARIOS;39401029;MONTES CLAROS;MG;1;;27.878.986/0001-53;ISENTO;28/09/2017 11:10
37;BRUNO SADAO TADOKORO;9215196;MARIA BARBARA SANTOS SILVA;;F;R. MANOEL ANTONIO;59;CENTRO;35660010;PARA DE MINAS;MG;56;VN DIETS;.   .921/5196-56;ISENTO;28/04/2017 17:39
37;BRUNO SADAO TADOKORO;44498556;MARIA DAS GRAÇAS SANTOS;;F;R. CORAÇAO DE JESUS;91;BARREIRO;30640610;BELO HORIZONTE;MG;55;MARIA DAS GRAÇAS SANTOS;.  4.449/8556-55;ISENTO;31/03/2016 21:04
37;BRUNO SADAO TADOKORO;6224482;MARK UP 2004 SUPLEMENTOS E PRODUTOS NATURAIS EIREL;;F;AV. ALFREDO BALTAZAR DA SILVEIRA;520;REC. DOS BANDEIRANTES;22790710;RIO DE JANEIRO;RJ;1;LOJA DO NATURAL;6.224.482/0001-40;79691356;28/11/2014 19:30
37;BRUNO SADAO TADOKORO;8726438;MARTELLO WORLDWIDE LTDA;;F;R. RESENDE;119;CENTRO;20231091;RIO DE JANEIRO;RJ;1;NC EXPRESS;8.726.438/0001-63;86528614;30/05/2015 18:55
37;BRUNO SADAO TADOKORO;21568203;MATHEUS PRATA ALVES FERREIRA ME;;F;R. FORTALEZA;11;PQ. JD. DA SERRA;36039090;JUIZ DE FORA;MG;1;EURO SUPLEMENTOS;21.568.203/0001-59;24813050093;27/04/2017 11:59
37;BRUNO SADAO TADOKORO;12085408;MATP - FORCE NUTRICAO ESPORTIVA LTDA;999999;F;RUA QUINZE DE NOVEMBRO,08,LOJA 259 A;8;CENTRO;24020120;NITEROI;RJ;1;SPORTS NUTRITION CENTER;12.085.408/0001-92;79088706;24/09/2014 19:02
37;BRUNO SADAO TADOKORO;13084344;MELISSA FERREIRA COELHO 07358378644 ME;;F;RUA TEOPHILO ANDRADE;80;CENTRO;35494000;DESTERRO DE ENTRE RIOS;MG;1;MELISSA FITNESS ACADEMIA;13.084.344/0001-78;20880690089;14/09/2017 15:47
37;BRUNO SADAO TADOKORO;9555361;MERCANTIL JM  COMERCIO DE PRODUTOS NATURAIS LTDA;6143;F;AVENIDA AUGUSTO DE LIMA;744;CENTRO;30190922;BELO HORIZONTE;MG;1;NUTRI FORMA;9.555.361/0001-79;10707590051;11/06/2015 15:27
37;BRUNO SADAO TADOKORO;17156308;MERCANTIL SAMACAR PRODUTOS ALIMENTICIOS LTDA ME;;F;AV. AUGUSTO DE LIMA;744;BARRO PRETO;30190003;BELO HORIZONTE;MG;1;FARMACIA RIACHUELO;17.156.308/0001-23;6,20075E+11;24/08/2015 16:08
37;BRUNO SADAO TADOKORO;17354114;MG DISTRIBUIDORA E IMPORTADORA LTDA -EPP;;F;R. MADRI;221;TIBERY;38405078;UBERLANDIA;MG;1;MG NUTRITION;17.354.114/0001-32;20765790009;31/03/2016 21:14
37;BRUNO SADAO TADOKORO;24204969;MGC SANTOS COMERCIAL LTDA ME;;F;R. DOUTOR BEDA;318;PARQUE ROSÁRIO;28027818;CAMPOS DOS GOYTACAZES;RJ;1;TOP SHAPE;24.204.969/0001-42;87107590;22/07/2016 09:07
37;BRUNO SADAO TADOKORO;20094290;MM COMERCIO DE SUPLEMENTOS LTDA ME;;F;R. JUVENAL MELO SENRA;395;BELVEDERE;30320660;BELO HORIZONTE;MG;1;VIDA NATURAL SUPLEMENTOS;20.094.290/0001-97;23447440066;27/04/2017 12:06
